gene	length_nt	header
RPS6KA5	1833	lcl|NC_000014.9_cds_NP_001309163.1_91874 [gene=RPS6KA5] [db_xref=GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform j] [protein_id=NP_001309163.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90920206..90920309,90923113..90923233,90943078..90943082))] [gbkey=CDS]
RPS6KA5	1752	lcl|NC_000014.9_cds_NP_001309167.1_91875 [gene=RPS6KA5] [db_xref=GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform m] [protein_id=NP_001309167.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90920206..90920309,90923113..90923157))] [gbkey=CDS]
RPS6KA5	1608	lcl|NC_000014.9_cds_NP_001309159.1_91876 [gene=RPS6KA5] [db_xref=GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform f] [protein_id=NP_001309159.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90919280..90919284))] [gbkey=CDS]
RPS6KA5	1566	lcl|NC_000014.9_cds_NP_001309156.1_91877 [gene=RPS6KA5] [db_xref=GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform c] [protein_id=NP_001309156.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906262))] [gbkey=CDS]
RPS6KA5	1650	lcl|NC_000014.9_cds_NP_872198.1_91878 [gene=RPS6KA5] [db_xref=CCDS:CCDS45149.1,GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform b] [protein_id=NP_872198.1] [location=complement(join(90894407..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90920206..90920309,90923113..90923196,90943078..90943185,90947435..90947550,90978306..90978524,91001088..91001159,91060332..91060434))] [gbkey=CDS]
RPS27L	255	lcl|NC_000015.10_cds_NP_057004.1_95195 [gene=RPS27L] [db_xref=CCDS:CCDS42048.1,Ensembl:ENSP00000331019.5,GeneID:51065] [protein=ribosomal protein eS27-like] [protein_id=NP_057004.1] [location=complement(join(63154032..63154060,63155621..63155731,63156413..63156521,63157400..63157405))] [gbkey=CDS]
RPL4	1284	lcl|NC_000015.10_cds_NP_000959.2_95530 [gene=RPL4] [db_xref=CCDS:CCDS10218.1,Ensembl:ENSP00000311430.6,GeneID:6124] [protein=large ribosomal subunit protein uL4] [protein_id=NP_000959.2] [location=complement(join(66499407..66499652,66500056..66500176,66500293..66500376,66500949..66501105,66501375..66501504,66501788..66501912,66502612..66502750,66503058..66503164,66503358..66503529,66504788..66504790))] [gbkey=CDS]
RPS17	408	lcl|NC_000015.10_cds_NP_001012.1_96487 [gene=RPS17] [db_xref=CCDS:CCDS10320.1,Ensembl:ENSP00000498019.1,GeneID:6218] [protein=small ribosomal subunit protein eS17] [protein_id=NP_001012.1] [location=complement(join(82536801..82536881,82538306..82538371,82538880..82538985,82539981..82540132,82540426..82540428))] [gbkey=CDS]
RPL3L	1224	lcl|NC_000016.10_cds_NP_005052.1_97801 [gene=RPL3L] [db_xref=CCDS:CCDS10450.1,Ensembl:ENSP00000268661.7,GeneID:6123] [protein=ribosomal protein uL3-like] [protein_id=NP_005052.1] [location=complement(join(1944837..1944893,1945499..1945618,1945835..1945930,1946625..1946726,1946938..1947098,1947194..1947380,1950844..1950979,1952874..1953042,1953956..1954148,1954629..1954631))] [gbkey=CDS]
RPL3L	1239	lcl|NC_000016.10_cds_XP_011520873.1_97802 [gene=RPL3L] [db_xref=GeneID:6123] [protein=ribosomal protein uL3-like isoform X1] [protein_id=XP_011520873.1] [location=complement(join(1944837..1944893,1945499..1945618,1945835..1945930,1946625..1946726,1946938..1947098,1947194..1947380,1950844..1950979,1952874..1953042,1953956..1954148,1954614..1954631))] [gbkey=CDS]
RPS2	882	lcl|NC_000016.10_cds_NP_002943.2_97804 [gene=RPS2] [db_xref=CCDS:CCDS10452.1,Ensembl:ENSP00000341885.4,GeneID:6187] [protein=small ribosomal subunit protein uS5] [protein_id=NP_002943.2] [location=complement(join(1962098..1962270,1962497..1962656,1962736..1962909,1963149..1963256,1964276..1964365,1964449..1964625))] [gbkey=CDS]
RPS15A	393	lcl|NC_000016.10_cds_NP_001010.2_98986 [gene=RPS15A] [db_xref=CCDS:CCDS10571.1,Ensembl:ENSP00000318646.4,GeneID:6210] [protein=small ribosomal subunit protein uS8] [protein_id=NP_001010.2] [location=complement(join(18783009..18783102,18784738..18784823,18788063..18788142,18788981..18789113))] [gbkey=CDS]
RPS15A	393	lcl|NC_000016.10_cds_NP_001025180.1_98987 [gene=RPS15A] [db_xref=CCDS:CCDS10571.1,GeneID:6210] [protein=small ribosomal subunit protein uS8] [protein_id=NP_001025180.1] [location=complement(join(18783009..18783102,18784738..18784823,18788063..18788142,18788981..18789113))] [gbkey=CDS]
RPL13	636	lcl|NC_000016.10_cds_NP_150254.1_102390 [gene=RPL13] [db_xref=CCDS:CCDS10979.1,GeneID:6137] [protein=large ribosomal subunit protein eL13 isoform 1] [protein_id=NP_150254.1] [location=join(89560960..89561063,89561227..89561368,89561578..89561751,89562335..89562391,89562884..89563042)] [gbkey=CDS]
RPL13	636	lcl|NC_000016.10_cds_NP_000968.2_102391 [gene=RPL13] [db_xref=CCDS:CCDS10979.1,Ensembl:ENSP00000307889.5,GeneID:6137] [protein=large ribosomal subunit protein eL13 isoform 1] [protein_id=NP_000968.2] [location=join(89560960..89561063,89561227..89561368,89561578..89561751,89562335..89562391,89562884..89563042)] [gbkey=CDS]
RPL13	495	lcl|NC_000016.10_cds_NP_001230060.1_102392 [gene=RPL13] [db_xref=CCDS:CCDS58492.1,GeneID:6137] [protein=large ribosomal subunit protein eL13 isoform 3] [protein_id=NP_001230060.1] [location=join(89560960..89561063,89561227..89561368,89561578..89561598,89561740..89561751,89562335..89562391,89562884..89563042)] [gbkey=CDS]
RPL26	438	lcl|NC_000017.11_cds_NP_000978.1_103631 [gene=RPL26] [db_xref=CCDS:CCDS11142.1,Ensembl:ENSP00000498177.1,GeneID:6154] [protein=large ribosomal subunit protein uL24] [protein_id=NP_000978.1] [location=complement(join(8377564..8377692,8379796..8379936,8382143..8382310))] [gbkey=CDS]
RPL26	438	lcl|NC_000017.11_cds_NP_001302460.1_103632 [gene=RPL26] [db_xref=CCDS:CCDS11142.1,GeneID:6154] [protein=large ribosomal subunit protein uL24] [protein_id=NP_001302460.1] [location=complement(join(8377564..8377692,8379796..8379936,8382143..8382310))] [gbkey=CDS]
RPL26	438	lcl|NC_000017.11_cds_NP_001302459.1_103633 [gene=RPL26] [db_xref=CCDS:CCDS11142.1,GeneID:6154] [protein=large ribosomal subunit protein uL24] [protein_id=NP_001302459.1] [location=complement(join(8377564..8377692,8379796..8379936,8382143..8382310))] [gbkey=CDS]
RPL23A	471	lcl|NC_000017.11_cds_NP_000975.2_104577 [gene=RPL23A] [db_xref=CCDS:CCDS11241.1,Ensembl:ENSP00000389103.2,GeneID:6147] [protein=large ribosomal subunit protein uL23] [protein_id=NP_000975.2] [location=join(28720006..28720030,28720707..28720890,28722723..28722899,28723571..28723640,28723867..28723881)] [gbkey=CDS]
RPL23	423	lcl|NC_000017.11_cds_NP_000969.1_105307 [gene=RPL23] [db_xref=CCDS:CCDS11330.1,Ensembl:ENSP00000420311.2,GeneID:9349] [protein=large ribosomal subunit protein uL14] [protein_id=NP_000969.1] [location=complement(join(38850132..38850214,38850362..38850475,38852604..38852732,38853022..38853105,38853698..38853710))] [gbkey=CDS]
RPL19	591	lcl|NC_000017.11_cds_NP_000972.1_105345 [gene=RPL19] [db_xref=CCDS:CCDS42312.1,Ensembl:ENSP00000225430.4,GeneID:6143] [protein=large ribosomal subunit protein eL19 isoform 1] [protein_id=NP_000972.1] [location=join(39200345..39200349,39201213..39201319,39202317..39202439,39202989..39203109,39204077..39204187,39204525..39204648)] [gbkey=CDS]
RPL19	585	lcl|NC_000017.11_cds_NP_001317129.1_105346 [gene=RPL19] [db_xref=CCDS:CCDS82113.1,GeneID:6143] [protein=large ribosomal subunit protein eL19 isoform 2] [protein_id=NP_001317129.1] [location=join(39201214..39201319,39202317..39202439,39202989..39203109,39204077..39204187,39204525..39204648)] [gbkey=CDS]
RPL27	411	lcl|NC_000017.11_cds_NP_001336851.1_105950 [gene=RPL27] [db_xref=CCDS:CCDS11449.1,GeneID:6155] [protein=large ribosomal subunit protein eL27] [protein_id=NP_001336851.1] [location=join(42998751..42998831,42999933..43000102,43002673..43002783,43002872..43002920)] [gbkey=CDS]
RPL27	411	lcl|NC_000017.11_cds_NP_001336850.1_105951 [gene=RPL27] [db_xref=CCDS:CCDS11449.1,GeneID:6155] [protein=large ribosomal subunit protein eL27] [protein_id=NP_001336850.1] [location=join(42998751..42998831,42999933..43000102,43002673..43002783,43002872..43002920)] [gbkey=CDS]
RPL27	411	lcl|NC_000017.11_cds_NP_000979.1_105952 [gene=RPL27] [db_xref=CCDS:CCDS11449.1,Ensembl:ENSP00000253788.5,GeneID:6155] [protein=large ribosomal subunit protein eL27] [protein_id=NP_000979.1] [location=join(42998751..42998831,42999933..43000102,43002673..43002783,43002872..43002920)] [gbkey=CDS]
RPS6KB1	1356	lcl|NC_000017.11_cds_NP_001258972.1_107672 [gene=RPS6KB1] [db_xref=CCDS:CCDS62271.1,GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform c] [protein_id=NP_001258972.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59931622..59931722,59934170..59934260,59934434..59934524,59935193..59935300,59936215..59936277,59936464..59936541,59940836..59940943,59945406..59945518,59947587..59947602)] [gbkey=CDS]
RPS6KB1	1578	lcl|NC_000017.11_cds_NP_003152.1_107673 [gene=RPS6KB1] [db_xref=CCDS:CCDS11621.1,Ensembl:ENSP00000225577.4,GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform a] [protein_id=NP_003152.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59931622..59931722,59934170..59934260,59934434..59934524,59935193..59935300,59936215..59936277,59936464..59936541,59940836..59940943,59945406..59945518,59946551..59946788)] [gbkey=CDS]
RPS6KB1	1470	lcl|NC_000017.11_cds_NP_001356598.1_107674 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform f] [protein_id=NP_001356598.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59931622..59931722,59934170..59934260,59934434..59934524,59935193..59935300,59936215..59936277,59936464..59936541,59945406..59945518,59946551..59946788)] [gbkey=CDS]
RPS6KB1	1509	lcl|NC_000017.11_cds_NP_001258971.1_107675 [gene=RPS6KB1] [db_xref=CCDS:CCDS62272.1,GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform b] [protein_id=NP_001258971.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59926435..59926582,59930117..59930174,59931622..59931722,59934170..59934260,59934434..59934524,59935193..59935300,59936215..59936277,59936464..59936541,59940836..59940943,59945406..59945518,59946551..59946788)] [gbkey=CDS]
RPS6KB1	1338	lcl|NC_000017.11_cds_NP_001356600.1_107676 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform h] [protein_id=NP_001356600.1] [location=join(59893185..59893325,59926435..59926582,59930117..59930174,59931622..59931722,59934170..59934260,59934434..59934524,59935193..59935300,59936215..59936277,59936464..59936541,59940836..59940943,59945406..59945518,59946551..59946788)] [gbkey=CDS]
RPS6KB1	1176	lcl|NC_000017.11_cds_XP_011523404.1_107677 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform X1] [protein_id=XP_011523404.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59931622..59931722,59934170..59934260,59934434..59934524,59935193..59935300,59936215..59936277,59936464..59936541,59937578..59937626,59940836..59940843)] [gbkey=CDS]
RPS6KB1	660	lcl|NC_000017.11_cds_NP_001356603.1_107678 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform k] [protein_id=NP_001356603.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59930800..59930872)] [gbkey=CDS]
RPS6KB1	660	lcl|NC_000017.11_cds_NP_001356604.1_107679 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform k] [protein_id=NP_001356604.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59930800..59930872)] [gbkey=CDS]
RPS6KB1	624	lcl|NC_000017.11_cds_NP_001356608.1_107680 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform l] [protein_id=NP_001356608.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59930358..59930394)] [gbkey=CDS]
RPS6KB1	624	lcl|NC_000017.11_cds_NP_001356605.1_107681 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform l] [protein_id=NP_001356605.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59930358..59930394)] [gbkey=CDS]
RPS6KB1	624	lcl|NC_000017.11_cds_NP_001356606.1_107682 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform l] [protein_id=NP_001356606.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59930358..59930394)] [gbkey=CDS]
RPS6KB1	624	lcl|NC_000017.11_cds_NP_001356607.1_107683 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform l] [protein_id=NP_001356607.1] [location=join(59893185..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59930358..59930394)] [gbkey=CDS]
RPS6KB1	1509	lcl|NC_000017.11_cds_NP_001258989.1_107684 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform e] [protein_id=NP_001258989.1] [location=join(59893254..59893325,59910562..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59931622..59931722,59934170..59934260,59934434..59934524,59935193..59935300,59936215..59936277,59936464..59936541,59940836..59940943,59945406..59945518,59946551..59946788)] [gbkey=CDS]
RPS6KB1	1419	lcl|NC_000017.11_cds_NP_001258973.1_107685 [gene=RPS6KB1] [db_xref=CCDS:CCDS62273.1,GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform d] [protein_id=NP_001258973.1] [location=join(59910580..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59931622..59931722,59934170..59934260,59934434..59934524,59935193..59935300,59936215..59936277,59936464..59936541,59940836..59940943,59945406..59945518,59946551..59946788)] [gbkey=CDS]
RPS6KB1	1311	lcl|NC_000017.11_cds_NP_001356601.1_107686 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform i] [protein_id=NP_001356601.1] [location=join(59910580..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59931622..59931722,59934170..59934260,59934434..59934524,59935193..59935300,59936215..59936277,59936464..59936541,59945406..59945518,59946551..59946788)] [gbkey=CDS]
RPS6KB1	1356	lcl|NC_000017.11_cds_NP_001356599.1_107687 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform g] [protein_id=NP_001356599.1] [location=join(59910580..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59931622..59931722,59934170..59934260,59934434..59934524,59935193..59935300,59936464..59936541,59940836..59940943,59945406..59945518,59946551..59946788)] [gbkey=CDS]
RPS6KB1	465	lcl|NC_000017.11_cds_NP_001356602.1_107688 [gene=RPS6KB1] [db_xref=GeneID:6198] [protein=ribosomal protein S6 kinase beta-1 isoform j] [protein_id=NP_001356602.1] [location=join(59910580..59910611,59912684..59912804,59914635..59914703,59926435..59926582,59930117..59930174,59930358..59930394)] [gbkey=CDS]
RPL38	213	lcl|NC_000017.11_cds_NP_000990.1_108372 [gene=RPL38] [db_xref=CCDS:CCDS11696.1,Ensembl:ENSP00000309830.6,GeneID:6169] [protein=large ribosomal subunit protein eL38] [protein_id=NP_000990.1] [location=join(74203956..74203958,74204130..74204190,74209187..74209309,74209804..74209829)] [gbkey=CDS]
RPL38	213	lcl|NC_000017.11_cds_NP_001030335.1_108373 [gene=RPL38] [db_xref=CCDS:CCDS11696.1,GeneID:6169] [protein=large ribosomal subunit protein eL38] [protein_id=NP_001030335.1] [location=join(74203956..74203958,74204130..74204190,74209187..74209309,74209804..74209829)] [gbkey=CDS]
RPL17-C18orf32	687	lcl|NC_000018.10_cds_NP_001186284.1_111459 [gene=RPL17-C18orf32] [db_xref=GeneID:100526842] [protein=RPL17-C18orf32 protein isoform 1] [protein_id=NP_001186284.1] [location=complement(join(49483592..49483771,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17-C18orf32	573	lcl|NC_000018.10_cds_NP_001186285.1_111460 [gene=RPL17-C18orf32] [db_xref=GeneID:100526842] [protein=RPL17-C18orf32 protein isoform 2] [protein_id=NP_001186285.1] [location=complement(join(49483592..49483771,49489359..49489550,49490454..49490552,49490793..49490894))] [gbkey=CDS]
RPL17	525	lcl|NC_000018.10_cds_NP_001356490.1_111461 [gene=RPL17] [db_xref=CCDS:CCDS92461.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform d] [protein_id=NP_001356490.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491626..49491635))] [gbkey=CDS]
RPL17	525	lcl|NC_000018.10_cds_NP_001356489.1_111462 [gene=RPL17] [db_xref=CCDS:CCDS92461.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform d] [protein_id=NP_001356489.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491626..49491635))] [gbkey=CDS]
RPL17	555	lcl|NC_000018.10_cds_NP_001356485.1_111463 [gene=RPL17] [db_xref=CCDS:CCDS45865.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform a] [protein_id=NP_001356485.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17	555	lcl|NC_000018.10_cds_NP_001356486.1_111464 [gene=RPL17] [db_xref=CCDS:CCDS45865.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform a] [protein_id=NP_001356486.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17	555	lcl|NC_000018.10_cds_NP_001356487.1_111465 [gene=RPL17] [db_xref=CCDS:CCDS45865.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform a] [protein_id=NP_001356487.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17	555	lcl|NC_000018.10_cds_NP_001186269.1_111466 [gene=RPL17] [db_xref=CCDS:CCDS45865.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform a] [protein_id=NP_001186269.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17	555	lcl|NC_000018.10_cds_NP_001186270.1_111467 [gene=RPL17] [db_xref=CCDS:CCDS45865.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform a] [protein_id=NP_001186270.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17	555	lcl|NC_000018.10_cds_NP_001186271.1_111468 [gene=RPL17] [db_xref=CCDS:CCDS45865.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform a] [protein_id=NP_001186271.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17	555	lcl|NC_000018.10_cds_NP_001186272.1_111469 [gene=RPL17] [db_xref=CCDS:CCDS45865.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform a] [protein_id=NP_001186272.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17	555	lcl|NC_000018.10_cds_NP_001186273.1_111470 [gene=RPL17] [db_xref=CCDS:CCDS45865.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform a] [protein_id=NP_001186273.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17	555	lcl|NC_000018.10_cds_NP_000976.1_111471 [gene=RPL17] [db_xref=CCDS:CCDS45865.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform a] [protein_id=NP_000976.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17	555	lcl|NC_000018.10_cds_NP_001030178.1_111472 [gene=RPL17] [db_xref=CCDS:CCDS45865.1,Ensembl:ENSP00000462385.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform a] [protein_id=NP_001030178.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491532..49491571))] [gbkey=CDS]
RPL17	570	lcl|NC_000018.10_cds_NP_001356484.1_111473 [gene=RPL17] [db_xref=GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform c] [protein_id=NP_001356484.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490927,49491405..49491445,49491517..49491571))] [gbkey=CDS]
RPL17	441	lcl|NC_000018.10_cds_NP_001356491.1_111474 [gene=RPL17] [db_xref=CCDS:CCDS56070.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform b] [protein_id=NP_001356491.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490894))] [gbkey=CDS]
RPL17	441	lcl|NC_000018.10_cds_NP_001356492.1_111475 [gene=RPL17] [db_xref=CCDS:CCDS56070.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform b] [protein_id=NP_001356492.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490894))] [gbkey=CDS]
RPL17	441	lcl|NC_000018.10_cds_NP_001186274.1_111476 [gene=RPL17] [db_xref=CCDS:CCDS56070.1,GeneID:6139] [protein=large ribosomal subunit protein uL22 isoform b] [protein_id=NP_001186274.1] [location=complement(join(49488519..49488566,49489359..49489550,49490454..49490552,49490793..49490894))] [gbkey=CDS]
RPS15	438	lcl|NC_000019.10_cds_NP_001009.1_112653 [gene=RPS15] [db_xref=CCDS:CCDS12067.1,Ensembl:ENSP00000467466.3,GeneID:6209] [protein=small ribosomal subunit protein uS19 isoform 2] [protein_id=NP_001009.1] [location=join(1438426..1438428,1438807..1438892,1440019..1440253,1440349..1440462)] [gbkey=CDS]
RPS15	459	lcl|NC_000019.10_cds_NP_001295155.1_112654 [gene=RPS15] [db_xref=CCDS:CCDS77210.1,GeneID:6209] [protein=small ribosomal subunit protein uS19 isoform 1] [protein_id=NP_001295155.1] [location=join(1438557..1438580,1438807..1438892,1440019..1440253,1440349..1440462)] [gbkey=CDS]
RPL36	318	lcl|NC_000019.10_cds_NP_056229.2_113227 [gene=RPL36] [db_xref=CCDS:CCDS12147.1,GeneID:25873] [protein=large ribosomal subunit protein eL36] [protein_id=NP_056229.2] [location=join(5690508..5690600,5691319..5691453,5691532..5691621)] [gbkey=CDS]
RPL36	318	lcl|NC_000019.10_cds_NP_378669.1_113228 [gene=RPL36] [db_xref=CCDS:CCDS12147.1,Ensembl:ENSP00000252543.3,GeneID:25873] [protein=large ribosomal subunit protein eL36] [protein_id=NP_378669.1] [location=join(5690508..5690600,5691319..5691453,5691532..5691621)] [gbkey=CDS]
RPS28	210	lcl|NC_000019.10_cds_XP_047295157.1_113594 [gene=RPS28] [db_xref=GeneID:6234] [protein=small ribosomal subunit protein eS28 isoform X1] [protein_id=XP_047295157.1] [location=join(8321531..8321569,8321656..8321703,8321953..8322075)] [gbkey=CDS]
RPS28	210	lcl|NC_000019.10_cds_NP_001022.1_113595 [gene=RPS28] [db_xref=CCDS:CCDS45953.1,Ensembl:ENSP00000472469.1,GeneID:6234] [protein=small ribosomal subunit protein eS28] [protein_id=NP_001022.1] [location=join(8321531..8321569,8321656..8321703,8321953..8322075)] [gbkey=CDS]
RPL18A	531	lcl|NC_000019.10_cds_NP_000971.1_114881 [gene=RPL18A] [db_xref=CCDS:CCDS12367.1,Ensembl:ENSP00000222247.4,GeneID:6142] [protein=large ribosomal subunit protein eL20] [protein_id=NP_000971.1] [location=join(17859957..17859974,17861293..17861472,17862094..17862223,17862918..17863027,17863171..17863263)] [gbkey=CDS]
RPS16	390	lcl|NC_000019.10_cds_NP_001308040.1_116603 [gene=RPS16] [db_xref=CCDS:CCDS82349.1,GeneID:6217] [protein=small ribosomal subunit protein uS9 isoform 2] [protein_id=NP_001308040.1] [location=complement(join(39433273..39433418,39433522..39433569,39433665..39433761,39435658..39435708,39435848..39435895))] [gbkey=CDS]
RPS16	441	lcl|NC_000019.10_cds_NP_001011.1_116604 [gene=RPS16] [db_xref=CCDS:CCDS12535.1,Ensembl:ENSP00000251453.2,GeneID:6217] [protein=small ribosomal subunit protein uS9 isoform 1] [protein_id=NP_001011.1] [location=complement(join(39433273..39433418,39433522..39433569,39433665..39433761,39435607..39435708,39435848..39435895))] [gbkey=CDS]
RPS16	459	lcl|NC_000019.10_cds_NP_001350789.1_116605 [gene=RPS16] [db_xref=CCDS:CCDS86768.1,GeneID:6217] [protein=small ribosomal subunit protein uS9 isoform 3] [protein_id=NP_001350789.1] [location=complement(join(39433350..39433418,39433522..39433761,39435607..39435708,39435848..39435895))] [gbkey=CDS]
RPS19	471	lcl|NC_000019.10_cds_NP_001308414.1_116914 [gene=RPS19] [db_xref=GeneID:6223] [protein=small ribosomal subunit protein eS19 isoform 2] [protein_id=NP_001308414.1] [location=join(41860775..41860845,41861112..41861225,41869031..41869214,41869699..41869753,41871351..41871397)] [gbkey=CDS]
RPS19	438	lcl|NC_000019.10_cds_NP_001308412.1_116915 [gene=RPS19] [db_xref=CCDS:CCDS12588.1,GeneID:6223] [protein=small ribosomal subunit protein eS19 isoform 1] [protein_id=NP_001308412.1] [location=join(41860775..41860845,41861112..41861212,41869031..41869214,41869699..41869753,41871351..41871377)] [gbkey=CDS]
